,Instance,Solution
169,"[0, 0, 7, 16, 0, 2, 3, 13, 0, 0, 0, 15, 20, 0, 16, 0, 6, 0, 0, 13]","[7, 15, 17, 20]"
170,"[0, 19, 0, 14, 0, 0, 19, 13, 11, 14, 0, 0, 2, 16, 0, 14, 6, 12, 0, 11]","[7, 16, 17, 18, 20]"
171,"[5, 20, 0, 18, 0, 2, 19, 13, 0, 0, 3, 0, 0, 0, 0, 0, 6, 16, 7, 0]","[1, 4, 8, 11, 17, 19]"
172,"[0, 0, 11, 15, 0, 2, 0, 13, 11, 14, 20, 0, 2, 4, 0, 18, 0, 16, 0, 0]","[6, 8, 10, 11, 18]"
173,"[5, 0, 7, 16, 7, 0, 5, 0, 11, 0, 9, 15, 0, 0, 16, 0, 0, 0, 0, 13]","[1, 3, 12, 20]"
174,"[0, 19, 11, 16, 7, 0, 5, 0, 13, 14, 9, 0, 2, 0, 16, 14, 6, 0, 0, 11]","[3, 7, 10, 13, 15, 17]"
175,"[16, 6, 7, 0, 1, 2, 5, 0, 0, 14, 0, 18, 20, 0, 0, 0, 6, 16, 0, 9]","[1, 3, 10, 12, 17, 20]"
176,"[0, 20, 11, 16, 0, 2, 19, 13, 13, 14, 9, 15, 0, 0, 16, 1, 6, 16, 0, 0]","[7, 8, 10, 11, 12, 17, 18]"
177,"[16, 6, 11, 14, 7, 0, 19, 0, 20, 0, 3, 15, 2, 0, 0, 0, 0, 4, 2, 13]","[5, 11, 12, 18, 20]"
178,"[0, 13, 7, 0, 1, 17, 0, 13, 20, 14, 0, 15, 0, 10, 0, 4, 0, 16, 0, 0]","[5, 6, 9, 10, 12, 18]"
179,"[16, 0, 11, 14, 1, 0, 5, 13, 0, 0, 0, 0, 0, 0, 0, 15, 6, 4, 2, 0]","[3, 7, 8, 17, 18, 19]"
180,"[5, 19, 7, 16, 0, 0, 5, 13, 0, 14, 0, 18, 9, 0, 12, 14, 0, 4, 2, 2]","[7, 8, 15, 16, 19]"
181,"[0, 0, 11, 0, 1, 0, 3, 0, 0, 14, 9, 0, 0, 0, 12, 4, 6, 0, 0, 9]","[5, 7, 10, 15, 17, 20]"
182,"[5, 6, 11, 0, 0, 17, 0, 13, 11, 14, 0, 18, 2, 0, 16, 0, 6, 0, 7, 11]","[10, 12, 15, 17, 19, 20]"
183,"[0, 9, 0, 15, 0, 0, 0, 13, 2, 14, 3, 18, 0, 0, 0, 0, 0, 16, 0, 9]","[9, 10, 11, 18]"
184,"[0, 0, 11, 0, 1, 2, 3, 13, 13, 14, 0, 0, 20, 0, 4, 14, 6, 0, 7, 9]","[5, 7, 10, 15, 17, 20]"
185,"[16, 0, 7, 14, 0, 2, 3, 0, 0, 14, 0, 0, 8, 0, 12, 4, 0, 16, 0, 0]","[7, 10, 13, 18]"
186,"[16, 13, 0, 18, 7, 0, 5, 13, 0, 0, 20, 15, 0, 0, 0, 0, 6, 0, 0, 0]","[1, 5, 8, 11, 12, 17]"
187,"[0, 6, 0, 16, 0, 0, 3, 0, 0, 14, 0, 18, 2, 10, 12, 0, 0, 16, 0, 2]","[7, 14, 15, 20]"
188,"[0, 13, 11, 14, 7, 17, 19, 0, 11, 14, 3, 18, 0, 4, 0, 1, 6, 0, 7, 11]","[2, 6, 11, 12, 14, 19]"
189,"[16, 6, 7, 16, 1, 2, 3, 13, 2, 14, 3, 0, 0, 0, 0, 1, 0, 0, 2, 13]","[5, 8, 10, 11, 19]"
190,"[0, 0, 7, 14, 0, 2, 0, 13, 2, 14, 20, 0, 2, 10, 0, 4, 6, 16, 7, 0]","[8, 10, 11, 17, 18, 19]"
191,"[5, 6, 11, 15, 1, 0, 3, 0, 20, 0, 3, 0, 0, 0, 12, 4, 6, 16, 0, 0]","[5, 7, 9, 17, 18]"
192,"[5, 6, 7, 0, 0, 0, 0, 0, 20, 0, 9, 0, 0, 0, 4, 0, 6, 4, 0, 2]","[1, 3, 17, 18, 20]"
193,"[0, 13, 11, 15, 7, 0, 0, 13, 20, 0, 0, 15, 20, 10, 4, 15, 0, 4, 0, 0]","[5, 13, 14, 16]"
194,"[16, 6, 0, 16, 7, 2, 0, 13, 2, 14, 3, 18, 2, 10, 0, 18, 6, 12, 7, 11]","[1, 8, 10, 11, 12, 17, 19]"
195,"[0, 9, 0, 0, 0, 2, 0, 0, 13, 14, 0, 18, 0, 0, 16, 4, 0, 0, 2, 11]","[10, 12, 15, 20]"
196,"[5, 20, 11, 18, 0, 0, 3, 0, 13, 0, 0, 15, 8, 0, 16, 0, 0, 12, 7, 0]","[1, 13, 18, 19]"
197,"[5, 13, 7, 14, 0, 2, 0, 13, 11, 14, 20, 0, 0, 4, 0, 14, 6, 4, 7, 0]","[1, 8, 10, 11, 17, 18, 19]"
198,"[16, 0, 7, 16, 1, 2, 3, 0, 2, 14, 0, 15, 0, 0, 12, 14, 6, 12, 7, 0]","[5, 7, 9, 10, 17, 18]"
199,"[16, 6, 11, 0, 1, 0, 19, 13, 13, 14, 20, 0, 0, 16, 16, 0, 6, 12, 7, 0]","[5, 7, 8, 10, 11, 17, 18]"
200,"[0, 6, 7, 18, 0, 0, 0, 0, 0, 14, 0, 0, 2, 0, 12, 0, 6, 0, 0, 11]","[3, 10, 13, 15, 17]"
201,"[5, 9, 7, 0, 7, 0, 3, 0, 13, 0, 3, 18, 8, 0, 12, 0, 6, 0, 0, 11]","[7, 13, 15, 17, 20]"
202,"[0, 6, 11, 18, 1, 2, 5, 0, 11, 14, 0, 15, 8, 4, 16, 4, 6, 0, 7, 9]","[9, 12, 13, 14, 17, 19]"
203,"[16, 9, 0, 0, 0, 2, 0, 13, 20, 14, 0, 18, 2, 4, 0, 14, 6, 12, 0, 0]","[1, 10, 12, 13, 17]"
204,"[5, 0, 0, 18, 1, 17, 19, 13, 20, 14, 20, 15, 20, 0, 0, 0, 6, 12, 0, 0]","[5, 7, 8, 10, 11, 17, 18]"
205,"[5, 20, 0, 14, 0, 0, 19, 13, 2, 0, 20, 18, 8, 0, 4, 1, 0, 0, 2, 13]","[1, 8, 11, 12, 15, 19]"
206,"[0, 6, 7, 0, 7, 0, 19, 0, 2, 14, 0, 0, 2, 16, 16, 18, 6, 4, 0, 11]","[7, 10, 17, 18, 20]"
207,"[5, 0, 11, 16, 1, 2, 3, 13, 13, 14, 0, 15, 9, 0, 16, 14, 6, 4, 2, 11]","[5, 7, 8, 10, 12, 17, 18, 19]"
208,"[0, 0, 0, 18, 1, 2, 3, 0, 0, 0, 20, 0, 2, 0, 4, 4, 6, 4, 0, 0]","[5, 7, 13, 17, 18]"
209,"[0, 13, 11, 0, 1, 2, 0, 0, 2, 0, 0, 0, 9, 0, 16, 4, 6, 4, 7, 2]","[3, 5, 13, 17, 18]"
210,"[0, 6, 11, 15, 1, 2, 0, 13, 20, 0, 3, 0, 8, 0, 16, 18, 6, 4, 0, 13]","[5, 11, 17, 18, 20]"
211,"[0, 20, 11, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 0, 0, 0, 2, 11]","[11, 15, 19]"
212,"[5, 0, 0, 0, 1, 17, 0, 13, 0, 0, 20, 15, 9, 0, 0, 0, 0, 4, 7, 11]","[1, 6, 8, 11, 12, 18, 19]"
213,"[16, 13, 7, 15, 0, 17, 5, 13, 0, 14, 20, 0, 9, 10, 4, 0, 6, 4, 7, 2]","[8, 10, 11, 17, 18, 19]"
214,"[5, 19, 7, 14, 0, 2, 19, 0, 0, 14, 20, 0, 2, 4, 0, 15, 0, 16, 2, 2]","[6, 7, 10, 11, 18]"
215,"[0, 0, 11, 16, 0, 0, 19, 0, 0, 0, 20, 18, 20, 10, 16, 0, 6, 0, 0, 13]","[3, 7, 12, 13, 15, 17]"
216,"[16, 0, 0, 0, 0, 2, 19, 13, 0, 14, 0, 0, 2, 4, 16, 14, 6, 0, 7, 0]","[8, 10, 15, 17, 19]"
217,"[0, 6, 7, 0, 7, 2, 0, 0, 2, 14, 0, 18, 8, 10, 4, 0, 6, 12, 0, 0]","[5, 10, 12, 13, 15, 17]"
218,"[0, 13, 11, 18, 1, 2, 0, 0, 13, 14, 0, 0, 9, 10, 0, 0, 0, 0, 7, 13]","[3, 4, 5, 13, 14]"
219,"[0, 0, 0, 15, 0, 2, 5, 13, 11, 14, 3, 0, 8, 16, 16, 18, 0, 12, 0, 0]","[7, 9, 10, 13, 18]"
220,"[16, 0, 7, 0, 0, 0, 0, 13, 13, 14, 20, 18, 2, 0, 0, 0, 0, 12, 0, 2]","[1, 3, 8, 10, 11, 12]"
221,"[16, 0, 7, 16, 7, 2, 5, 13, 0, 14, 20, 15, 8, 0, 16, 0, 6, 4, 0, 0]","[7, 8, 10, 11, 12, 17, 18]"
222,"[0, 19, 11, 18, 7, 2, 3, 13, 11, 14, 0, 15, 0, 16, 0, 0, 0, 0, 2, 13]","[7, 8, 12, 14, 19]"
223,"[5, 6, 11, 0, 0, 0, 19, 0, 0, 14, 0, 18, 20, 0, 4, 15, 6, 12, 0, 2]","[3, 7, 10, 12, 13, 15, 17]"
224,"[16, 0, 0, 0, 0, 17, 3, 13, 0, 14, 20, 18, 0, 16, 0, 0, 0, 0, 0, 0]","[1, 6, 8, 10, 11, 12]"
225,"[0, 19, 11, 18, 7, 0, 0, 0, 20, 14, 0, 0, 8, 10, 0, 0, 0, 16, 2, 13]","[2, 5, 10, 13, 18]"
226,"[16, 0, 0, 0, 7, 0, 19, 0, 2, 14, 0, 15, 20, 0, 4, 4, 6, 12, 0, 0]","[1, 7, 10, 12, 13, 17]"
227,"[5, 9, 7, 0, 1, 2, 5, 0, 2, 14, 9, 0, 0, 16, 4, 18, 0, 0, 0, 2]","[1, 3, 6, 10, 11, 15]"
228,"[16, 19, 7, 0, 0, 17, 3, 13, 13, 14, 9, 15, 2, 4, 0, 0, 6, 0, 0, 9]","[1, 3, 8, 10, 11, 12, 17]"
229,"[16, 13, 11, 16, 1, 2, 0, 13, 0, 14, 0, 18, 20, 0, 16, 0, 0, 16, 0, 0]","[3, 5, 6, 8, 10, 12, 15]"
230,"[5, 0, 0, 14, 0, 17, 0, 13, 11, 14, 3, 0, 9, 16, 16, 18, 6, 4, 7, 11]","[1, 8, 10, 11, 17, 18, 19]"
231,"[0, 20, 11, 16, 7, 2, 3, 13, 13, 0, 0, 18, 0, 0, 12, 15, 6, 16, 0, 0]","[7, 9, 17, 18]"
232,"[16, 0, 11, 18, 1, 0, 5, 13, 20, 14, 0, 0, 0, 16, 0, 15, 6, 16, 2, 0]","[3, 7, 8, 10, 17, 18, 19]"
233,"[5, 0, 11, 0, 0, 2, 5, 13, 0, 0, 0, 18, 9, 10, 0, 4, 6, 0, 0, 13]","[3, 7, 12, 13, 14, 17]"
234,"[0, 19, 7, 15, 1, 0, 3, 0, 20, 0, 3, 15, 2, 0, 4, 0, 6, 12, 2, 0]","[4, 5, 11, 17, 18, 19]"
235,"[16, 9, 11, 0, 7, 0, 5, 13, 2, 14, 9, 15, 20, 4, 0, 14, 6, 0, 0, 2]","[1, 5, 8, 10, 11, 12, 17]"
236,"[0, 19, 0, 0, 0, 0, 19, 0, 11, 14, 0, 0, 2, 4, 0, 0, 0, 12, 7, 0]","[9, 10, 18, 19]"
237,"[16, 20, 11, 14, 7, 0, 0, 13, 11, 14, 0, 18, 8, 0, 16, 1, 6, 4, 7, 11]","[10, 12, 13, 15, 17, 19, 20]"
238,"[0, 0, 7, 14, 7, 0, 19, 13, 2, 14, 9, 15, 0, 0, 0, 4, 6, 0, 0, 0]","[7, 8, 10, 11, 12, 17]"
239,"[0, 9, 0, 16, 0, 0, 3, 0, 0, 14, 20, 18, 9, 16, 0, 4, 6, 16, 0, 13]","[7, 12, 14, 17, 20]"
240,"[16, 6, 0, 14, 0, 17, 3, 0, 11, 14, 0, 0, 0, 0, 16, 18, 6, 0, 7, 11]","[10, 15, 17, 19, 20]"
241,"[16, 9, 7, 14, 0, 0, 3, 0, 0, 14, 0, 0, 9, 4, 0, 18, 6, 12, 2, 2]","[7, 10, 17, 18, 20]"
242,"[16, 13, 7, 14, 7, 2, 19, 13, 20, 14, 3, 15, 0, 16, 0, 1, 6, 12, 7, 11]","[1, 8, 10, 11, 12, 17, 19]"
243,"[16, 9, 0, 14, 7, 17, 5, 13, 0, 0, 0, 18, 8, 0, 16, 4, 6, 0, 2, 9]","[7, 8, 12, 15, 17, 19]"
244,"[5, 0, 0, 16, 0, 0, 19, 13, 20, 14, 20, 0, 9, 0, 4, 1, 6, 16, 7, 9]","[1, 8, 10, 11, 15, 17, 19]"
245,"[0, 9, 7, 14, 1, 2, 0, 0, 0, 0, 20, 15, 20, 0, 16, 4, 6, 4, 7, 2]","[12, 13, 17, 18, 19]"
246,"[0, 0, 0, 14, 0, 2, 0, 0, 13, 14, 9, 18, 0, 0, 16, 1, 6, 16, 2, 11]","[10, 11, 12, 15, 17, 19]"
247,"[0, 13, 11, 14, 7, 2, 0, 0, 0, 14, 9, 0, 9, 0, 4, 18, 6, 0, 0, 2]","[5, 10, 15, 17, 20]"
248,"[16, 9, 11, 0, 0, 2, 5, 0, 0, 0, 9, 18, 20, 0, 0, 0, 0, 12, 2, 2]","[7, 11, 18, 19]"
249,"[0, 0, 11, 18, 7, 2, 19, 0, 11, 14, 0, 18, 0, 0, 4, 18, 6, 0, 0, 9]","[7, 10, 12, 15, 17, 20]"
250,"[0, 6, 0, 16, 7, 0, 5, 0, 0, 0, 3, 18, 0, 4, 0, 1, 6, 4, 2, 0]","[11, 12, 14, 17, 19]"
251,"[16, 0, 7, 0, 7, 17, 0, 0, 0, 0, 0, 15, 0, 4, 4, 0, 6, 4, 2, 9]","[5, 12, 17, 18, 20]"
252,"[0, 0, 0, 0, 0, 0, 19, 13, 0, 14, 0, 18, 20, 0, 16, 0, 6, 16, 0, 2]","[7, 10, 12, 15, 17, 20]"
253,"[5, 20, 0, 0, 1, 2, 0, 0, 2, 14, 9, 0, 2, 16, 4, 0, 0, 12, 0, 13]","[5, 6, 10, 11, 18]"
254,"[16, 0, 7, 0, 0, 0, 0, 13, 20, 14, 3, 0, 0, 4, 0, 0, 0, 0, 0, 2]","[1, 10, 11, 20]"
255,"[0, 13, 7, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 16, 14, 6, 16, 7, 11]","[17, 18, 19, 20]"
256,"[5, 6, 0, 18, 1, 2, 5, 0, 0, 14, 0, 18, 0, 4, 12, 18, 6, 0, 2, 9]","[7, 15, 16, 17, 20]"
257,"[0, 13, 11, 0, 1, 17, 3, 13, 0, 14, 3, 0, 20, 4, 0, 18, 0, 12, 0, 0]","[5, 6, 8, 10, 11, 18]"
258,"[16, 6, 11, 0, 0, 2, 5, 13, 20, 0, 0, 15, 0, 0, 0, 4, 6, 12, 2, 13]","[3, 7, 8, 17, 18, 19]"
259,"[0, 13, 7, 16, 0, 0, 19, 0, 0, 14, 9, 15, 9, 4, 12, 0, 6, 4, 2, 9]","[10, 11, 12, 17, 18, 19]"
260,"[5, 9, 11, 0, 0, 0, 3, 13, 0, 14, 0, 18, 0, 10, 0, 18, 0, 16, 2, 11]","[1, 3, 8, 14, 16, 19]"
261,"[16, 9, 0, 15, 0, 2, 0, 13, 0, 14, 0, 0, 0, 0, 0, 0, 0, 12, 2, 0]","[8, 10, 18, 19]"
262,"[0, 13, 11, 15, 0, 17, 0, 13, 20, 14, 20, 0, 0, 4, 0, 18, 0, 0, 0, 0]","[6, 8, 11, 16]"
263,"[0, 0, 7, 18, 0, 17, 0, 13, 0, 0, 0, 15, 2, 0, 0, 14, 0, 0, 7, 9]","[6, 16, 19, 20]"
264,"[5, 19, 7, 15, 0, 0, 3, 0, 20, 0, 3, 0, 2, 16, 4, 0, 6, 0, 7, 0]","[1, 11, 15, 17, 19]"
265,"[5, 0, 7, 0, 7, 2, 3, 0, 0, 0, 0, 18, 0, 0, 16, 14, 6, 4, 7, 11]","[12, 15, 17, 19, 20]"
266,"[16, 13, 11, 18, 0, 17, 5, 13, 13, 0, 9, 0, 8, 4, 12, 0, 0, 16, 2, 9]","[4, 7, 8, 11, 15, 19]"
267,"[5, 9, 11, 0, 1, 2, 3, 13, 0, 14, 20, 0, 2, 10, 16, 14, 6, 0, 2, 13]","[5, 8, 10, 11, 15, 17, 19]"
268,"[5, 0, 0, 18, 0, 0, 19, 13, 0, 14, 3, 15, 2, 4, 4, 15, 0, 16, 7, 11]","[8, 10, 11, 12, 18, 19]"
269,"[16, 19, 0, 16, 0, 2, 3, 13, 13, 14, 3, 15, 20, 0, 12, 4, 0, 4, 7, 13]","[10, 11, 12, 18, 19, 20]"
270,"[5, 9, 0, 14, 1, 17, 3, 13, 0, 14, 20, 18, 9, 0, 0, 14, 0, 0, 0, 11]","[5, 6, 8, 10, 11, 12]"
271,"[0, 0, 0, 14, 1, 2, 3, 13, 20, 0, 0, 18, 0, 4, 0, 15, 0, 12, 0, 2]","[5, 6, 7, 8, 12, 14]"
272,"[0, 20, 0, 14, 1, 17, 0, 13, 20, 14, 3, 15, 0, 10, 4, 14, 0, 16, 7, 2]","[6, 8, 10, 11, 12, 18, 19]"
273,"[0, 0, 7, 14, 0, 17, 5, 0, 11, 0, 0, 15, 0, 0, 12, 18, 6, 12, 0, 9]","[7, 15, 16, 17, 20]"
274,"[5, 6, 0, 16, 7, 2, 5, 13, 0, 14, 3, 15, 0, 4, 4, 15, 6, 16, 7, 0]","[8, 10, 11, 12, 17, 18, 19]"
275,"[5, 20, 7, 18, 1, 2, 5, 0, 20, 14, 20, 0, 9, 4, 0, 0, 0, 12, 0, 11]","[1, 3, 6, 10, 11, 18]"
276,"[16, 0, 11, 16, 0, 2, 0, 13, 11, 14, 0, 15, 9, 4, 16, 0, 6, 16, 0, 0]","[3, 10, 12, 13, 17, 18]"
277,"[0, 9, 0, 16, 0, 17, 0, 13, 0, 14, 0, 15, 2, 0, 0, 0, 6, 16, 0, 13]","[10, 12, 17, 18, 20]"
278,"[0, 6, 11, 0, 1, 17, 0, 0, 11, 14, 20, 15, 0, 0, 4, 18, 6, 4, 0, 11]","[5, 10, 12, 17, 18, 20]"
279,"[0, 20, 7, 0, 7, 17, 0, 0, 0, 0, 9, 18, 8, 4, 4, 4, 6, 4, 0, 11]","[5, 12, 13, 15, 17, 20]"
280,"[5, 6, 0, 0, 7, 2, 0, 13, 0, 14, 9, 18, 0, 0, 4, 14, 6, 4, 7, 0]","[1, 8, 10, 11, 12, 15, 17, 19]"
281,"[16, 13, 11, 0, 1, 17, 19, 0, 20, 0, 0, 15, 2, 0, 12, 1, 6, 4, 2, 9]","[3, 5, 7, 12, 13, 17, 18]"
282,"[5, 0, 0, 16, 1, 2, 3, 0, 0, 14, 9, 18, 9, 16, 4, 4, 0, 0, 2, 11]","[5, 10, 11, 12, 15, 19]"
283,"[5, 0, 7, 14, 0, 0, 5, 13, 20, 14, 9, 15, 0, 0, 4, 0, 0, 0, 0, 13]","[1, 3, 8, 10, 11, 15]"
284,"[0, 20, 7, 18, 7, 17, 19, 13, 0, 14, 0, 15, 0, 4, 4, 0, 6, 16, 7, 11]","[10, 12, 17, 18, 19, 20]"
285,"[0, 20, 0, 18, 7, 2, 5, 0, 20, 0, 0, 15, 0, 0, 12, 14, 0, 0, 2, 13]","[7, 15, 16, 20]"
286,"[5, 0, 11, 18, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0]","[1, 3, 6, 15]"
287,"[16, 20, 11, 14, 0, 2, 3, 0, 20, 0, 0, 15, 2, 16, 12, 15, 6, 4, 0, 0]","[7, 12, 13, 17, 18]"
288,"[0, 0, 7, 18, 7, 17, 0, 13, 11, 0, 3, 15, 8, 10, 4, 1, 0, 16, 2, 2]","[5, 6, 11, 12, 13, 18]"
289,"[0, 13, 0, 18, 7, 0, 5, 0, 2, 14, 0, 15, 0, 0, 4, 18, 6, 4, 0, 2]","[7, 10, 12, 17, 18, 20]"
290,"[16, 13, 7, 0, 7, 2, 0, 13, 0, 0, 0, 0, 0, 16, 4, 0, 6, 12, 2, 0]","[8, 17, 18, 19]"
291,"[5, 0, 11, 15, 7, 17, 19, 13, 11, 0, 0, 0, 9, 4, 4, 15, 6, 12, 2, 0]","[1, 3, 8, 16, 17, 18, 19]"
292,"[0, 13, 0, 18, 0, 2, 0, 0, 20, 14, 9, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[10, 11, 19]"
293,"[0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 12, 18, 6, 0, 7, 2]","[8, 15, 16, 17, 19]"
294,"[0, 0, 11, 0, 1, 0, 5, 13, 0, 14, 20, 15, 0, 0, 12, 1, 6, 16, 0, 0]","[7, 8, 10, 11, 12, 17, 18]"
295,"[5, 9, 11, 16, 1, 0, 5, 0, 2, 14, 0, 15, 8, 10, 0, 15, 6, 0, 0, 0]","[3, 7, 13, 14, 16, 17]"
296,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 14, 9, 18, 0, 10, 16, 0, 6, 0, 2, 0]","[5, 10, 11, 12, 15, 17, 19]"
297,"[16, 20, 7, 16, 7, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 6, 0, 0, 2]","[5, 16, 17, 20]"
298,"[5, 0, 7, 14, 0, 0, 3, 13, 20, 14, 9, 0, 0, 4, 12, 0, 0, 4, 0, 0]","[1, 3, 8, 10, 11, 18]"
299,"[16, 6, 0, 14, 1, 2, 0, 0, 20, 0, 0, 0, 0, 0, 12, 4, 0, 4, 2, 2]","[4, 5, 15, 20]"
300,"[5, 0, 0, 14, 1, 17, 0, 0, 20, 0, 0, 0, 0, 0, 0, 15, 6, 0, 7, 2]","[1, 9, 16, 17, 19]"
301,"[5, 9, 0, 0, 1, 0, 5, 13, 11, 0, 3, 0, 0, 4, 0, 0, 0, 12, 7, 0]","[1, 8, 11, 18, 19]"
302,"[16, 20, 7, 16, 7, 2, 3, 13, 2, 14, 0, 0, 0, 0, 0, 1, 0, 12, 2, 13]","[7, 8, 16, 18, 19]"
303,"[5, 19, 7, 14, 1, 0, 0, 13, 0, 14, 9, 0, 0, 4, 4, 14, 6, 16, 2, 13]","[5, 8, 10, 11, 17, 18, 19]"
304,"[5, 0, 11, 0, 1, 0, 5, 0, 0, 14, 9, 0, 0, 0, 0, 4, 6, 12, 0, 0]","[7, 10, 11, 17, 18]"
305,"[0, 9, 11, 0, 0, 2, 0, 13, 0, 14, 0, 15, 2, 4, 4, 0, 0, 0, 0, 13]","[3, 6, 8, 12, 14]"
306,"[0, 0, 0, 14, 1, 2, 0, 13, 0, 0, 0, 0, 9, 10, 16, 1, 6, 12, 0, 11]","[14, 16, 17, 18, 20]"
307,"[5, 13, 7, 16, 0, 17, 3, 13, 13, 14, 3, 0, 0, 0, 0, 1, 0, 16, 2, 0]","[8, 10, 11, 18, 19]"
308,"[16, 20, 7, 0, 7, 2, 0, 13, 20, 0, 20, 15, 9, 16, 4, 0, 6, 4, 2, 13]","[8, 11, 12, 17, 18, 19]"
309,"[0, 13, 7, 0, 7, 17, 0, 0, 2, 0, 0, 15, 9, 16, 12, 0, 0, 0, 7, 0]","[6, 12, 13, 14, 19]"
310,"[16, 6, 0, 14, 0, 0, 19, 0, 11, 14, 3, 18, 0, 16, 0, 1, 0, 4, 7, 0]","[1, 2, 10, 11, 12, 19]"
311,"[5, 20, 0, 14, 0, 0, 5, 13, 20, 14, 3, 18, 2, 10, 12, 1, 6, 16, 7, 2]","[8, 11, 14, 15, 16, 17, 19]"
312,"[0, 9, 11, 0, 7, 17, 19, 13, 20, 14, 20, 15, 2, 0, 4, 4, 6, 0, 2, 0]","[8, 10, 11, 15, 17, 19]"
313,"[16, 13, 11, 0, 7, 17, 19, 0, 13, 0, 0, 0, 2, 0, 0, 15, 6, 0, 0, 0]","[3, 7, 13, 16, 17]"
314,"[5, 6, 11, 18, 0, 0, 0, 0, 0, 0, 3, 0, 0, 16, 12, 0, 0, 16, 2, 0]","[1, 4, 11, 15, 19]"
315,"[16, 20, 11, 0, 1, 17, 19, 13, 2, 0, 0, 15, 2, 16, 0, 15, 6, 0, 0, 9]","[3, 5, 7, 12, 13, 14, 17]"
316,"[16, 19, 7, 0, 0, 0, 3, 0, 11, 0, 20, 0, 20, 16, 4, 0, 6, 4, 2, 2]","[11, 17, 18, 19]"
317,"[0, 0, 0, 0, 1, 2, 19, 13, 13, 14, 0, 15, 20, 0, 0, 0, 6, 16, 0, 11]","[5, 7, 10, 12, 17, 18, 20]"
318,"[5, 0, 0, 15, 7, 0, 19, 0, 0, 14, 20, 18, 9, 0, 16, 15, 6, 0, 7, 0]","[10, 12, 13, 15, 17, 19]"
319,"[0, 0, 7, 0, 1, 2, 0, 0, 13, 14, 0, 0, 20, 0, 0, 15, 6, 0, 2, 9]","[5, 10, 17, 20]"
320,"[16, 0, 7, 16, 0, 2, 0, 13, 11, 14, 20, 18, 0, 10, 12, 0, 6, 4, 7, 9]","[1, 8, 10, 11, 12, 17, 19]"
321,"[0, 6, 0, 14, 0, 0, 5, 13, 0, 0, 0, 18, 2, 0, 4, 1, 6, 12, 0, 0]","[7, 13, 16, 17, 18]"
322,"[0, 0, 11, 18, 7, 0, 3, 13, 2, 0, 3, 0, 2, 10, 16, 15, 6, 0, 7, 11]","[8, 11, 14, 16, 17, 19]"
323,"[16, 9, 0, 14, 7, 17, 3, 13, 11, 14, 3, 0, 8, 0, 0, 0, 6, 0, 7, 0]","[1, 10, 11, 13, 17, 19]"
324,"[16, 19, 7, 16, 0, 0, 0, 13, 0, 14, 20, 0, 20, 10, 0, 1, 6, 0, 0, 2]","[3, 8, 11, 14, 16, 17]"
325,"[16, 19, 11, 18, 1, 0, 0, 13, 2, 0, 3, 18, 9, 0, 0, 18, 0, 16, 2, 9]","[5, 8, 11, 18, 19]"
326,"[0, 0, 11, 0, 1, 2, 0, 13, 0, 0, 20, 18, 0, 16, 0, 0, 0, 0, 7, 0]","[5, 6, 8, 11, 12, 14]"
327,"[0, 9, 0, 15, 1, 2, 3, 13, 2, 14, 0, 15, 20, 16, 12, 4, 6, 16, 0, 11]","[5, 7, 10, 12, 17, 18, 20]"
328,"[0, 19, 7, 15, 1, 0, 0, 13, 0, 14, 0, 15, 0, 0, 16, 1, 0, 4, 0, 9]","[5, 10, 12, 18, 20]"
329,"[0, 0, 0, 16, 7, 2, 5, 13, 11, 0, 3, 0, 0, 16, 0, 15, 6, 16, 0, 2]","[5, 11, 17, 18, 20]"
330,"[0, 19, 11, 0, 0, 0, 19, 0, 0, 0, 20, 0, 0, 0, 4, 0, 6, 12, 7, 0]","[11, 17, 18, 19]"
331,"[0, 20, 11, 18, 7, 2, 0, 13, 0, 0, 9, 0, 9, 10, 0, 0, 0, 12, 2, 11]","[5, 6, 8, 11, 14, 18]"
332,"[0, 20, 11, 0, 0, 0, 0, 13, 2, 14, 20, 0, 20, 10, 16, 0, 6, 12, 0, 9]","[8, 11, 14, 17, 18]"
333,"[5, 6, 11, 0, 7, 0, 0, 0, 0, 0, 9, 0, 2, 4, 16, 15, 6, 0, 0, 9]","[1, 3, 13, 16, 17]"
334,"[5, 6, 7, 14, 0, 2, 3, 13, 0, 14, 20, 18, 2, 16, 12, 18, 0, 0, 2, 0]","[1, 3, 6, 8, 11, 15, 16]"
335,"[0, 20, 0, 0, 0, 17, 19, 13, 11, 0, 20, 15, 8, 4, 0, 0, 6, 12, 0, 9]","[7, 9, 12, 13, 14, 17]"
336,"[16, 0, 7, 14, 1, 2, 5, 0, 13, 0, 3, 15, 9, 16, 0, 1, 0, 0, 2, 13]","[5, 11, 12, 14, 20]"
337,"[5, 13, 0, 18, 0, 2, 0, 0, 0, 14, 20, 0, 0, 0, 16, 14, 0, 12, 2, 13]","[1, 11, 16, 18, 19]"
